"","x","y"
"1",63.7095844714667,203.138407170385
"2",44.3530182860391,143.506565729795
"3",53.6312841133734,150.861765871722
"4",56.3286260496104,187.470697165559
"5",54.04268323141,155.460315606652
"6",48.9387548390852,147.871402641816
"7",65.1152199743894,191.12310110448
"8",49.053409615869,145.936727128057
"9",70.1842371387704,212.434641761326
"10",49.3728590094758,149.310186608397
"11",63.0486965422349,188.895164118031
"12",72.8664539270111,219.680089060454
"13",36.1113929888766,103.479826608163
"14",47.2121123318263,136.5941656886
"15",48.6667866360634,129.389369109042
"16",56.3595039807007,165.255174673364
"17",47.1574707858393,136.34590977874
"18",23.4354457909522,97.3252473763047
"19",25.5953307142448,63.1648298308372
"20",63.2011334573019,190.975962557492
"21",46.9336140592153,125.864591504483
"22",32.1869156602,81.856389566232
"23",48.2808264424038,146.089503189181
"24",62.146746991726,176.473849626338
"25",68.9519346126497,206.837577694902
"26",45.695308683938,132.803337237556
"27",47.4273061723107,136.145202452437
"28",32.3683691480522,76.8583289899655
"29",54.6009735483127,151.555441141338
"30",43.6000512403988,132.595318132376
"31",54.5545012324122,169.339709641472
"32",57.0483733722882,166.21634658133
"33",60.3510352196992,181.053734499751
"34",43.9107362459279,142.961105171583
"35",55.0495512329797,179.547211128701
"36",32.8299132092666,87.5186019437415
"37",42.155409916205,125.293034146113
"38",41.4909240582348,136.487756183901
"39",25.8579235005337,72.876474695938
"40",50.3612260689226,150.558983357378
"41",52.0599860020025,155.318885023637
"42",46.3894270145133,130.291490864476
"43",57.5816323569952,168.298057022138
"44",42.7329517292342,127.90440639682
"45",36.3171895558071,104.812880176842
"46",54.3281802588872,174.118401010344
"47",41.8860682381333,120.84827629786
"48",64.4410126172125,188.99134752563
"49",45.6855379738665,144.025239687121
"50",56.5564788340221,159.105752370357
"51",53.2192526520395,159.250773204606
"52",42.1616105911962,110.969383550113
"53",65.7572751979198,208.943521086116
"54",56.4289930571732,166.550522157779
"55",50.8976064659961,148.014366151266
"56",52.7655074729146,145.913999138882
"57",56.7928881605527,170.301044143885
"58",50.8983288657908,144.692164817856
"59",20.0690991684707,54.8723742059076
"60",52.8488295353066,171.423241061766
"61",46.3276535725902,137.227702015349
"62",51.8523056486561,144.839093104462
"63",55.8182372736551,169.086780645639
"64",63.9973682729268,188.364720662501
"65",42.7270794052554,134.081373695639
"66",63.0254263204414,203.400498238634
"67",53.3584811975207,150.148518481467
"68",60.3850609869762,185.701685936731
"69",59.2072856829065,178.470837635504
"70",57.2087816286686,180.582000708651
"71",39.5688106143214,116.408650453502
"72",49.0981361338929,155.660599086285
"73",56.2351816199954,151.254986246619
"74",40.4647664222766,138.288888479963
"75",44.5717118542614,142.36291534797
"76",55.8099649768168,165.922135041593
"77",57.6817873783459,158.555290833646
"78",54.6376758854017,170.343114656625
"79",41.1422370259032,128.258649715857
"80",39.0021910135214,116.94301677635
"81",65.1270700980493,196.895769222772
"82",52.5792143753203,151.896553422463
"83",50.8844022915959,156.34127420109
"84",48.7910346246091,149.319647271022
"85",38.0567110483947,111.377539411758
"86",56.1199689804039,154.99754039228
"87",47.8286015425348,150.493292812005
"88",48.1724329366808,150.059265032783
"89",59.3334632857116,169.637323929121
"90",58.2177311050825,158.707311695185
"91",63.9211637593427,193.813077083904
"92",45.2382607694533,132.263902528631
"93",56.5034856072631,172.036573855434
"94",63.9111045639,178.793289036854
"95",38.892111205521,107.084629172759
"96",41.3920741312216,135.033970930464
"97",38.6826131914623,120.085588621544
"98",35.407860004976,112.088455382121
"99",50.7998255324116,170.551761058774
"100",56.5320433964919,170.8843444755
